"","3EF35","3KS75","6YG55","7EK65","7XP88","7ZW55","8QZ55","8VY68","9RP78","9SA35"
"1",0.0613794006020154,0.0172543944785938,0.00874594442093384,0.0176850222110469,0.0212754290727642,0.0170940170940171,0.908120002146729,0.00614146548072851,0.0109244468924998,0.0533723070260907
"2",0.0680539196440257,0.0279305510622237,0.642685851318945,0.0425781577403403,0.0252234468388441,0.875152625152625,0.0195352331884291,0.00963574756459127,0.0113375562287708,0.0413554184258959
"3",0.0342887056667975,0.0211366332362774,0.0244040062067993,0.0677227390830609,0.884575313922246,0.0242368742368742,0.0250093919390329,0.00995340957221516,0.00996052510786744,0.0868247266428494
"4",0.0103389608689962,0.0201660735468565,0.0119198758640147,0.0682256307099153,0.0257169490596041,0.0152625152625153,0.0143830837760962,0.915925455315544,0.0219406958597264,0.776334307675652
"5",0.0374296558042141,0.0476652647471153,0.0622795880942305,0.0513787612102925,0.0248944453583374,0.0352258852258852,0.0153491117909086,0.033142736128759,0.914119159092995,0.013099491176789
"6",0.788509357413951,0.865847082928934,0.249964734095077,0.752409689045344,0.0183144157482042,0.033028083028083,0.0176031771588043,0.0252011859381618,0.0317176168181401,0.0290137490527227
