"","V1","V2","V3","V4","V5"
"6",-0.0588517313054997,0.108318958959839,-0.028008544404452,0.0318938529767074,-0.111216397310993
"7",-0.0359053359001081,0.0242915492126889,-0.00383400843681802,0.0563014372663584,-0.00896432263361675
"8",-0.0663382610748642,0.0899293087360889,-0.044769041959071,-0.00106952052051452,-0.085787009073862
"9",-0.0716167145491462,0.122794301358756,-0.0128174214987748,0.0792529977652457,-0.131531458854904
"12",-0.00972524055888934,0.00946711969191103,-0.0106699126898497,-0.00150052049210227,0.00109147742094128
"13",-0.0174097176810775,0.00121501925275709,-0.00820464166387731,0.0175085346361766,0.00593298645848164
"14",-0.041877564926518,0.0442858496531444,-0.0234809209976983,0.0249166093621552,0.00197574659148879
"15",-0.0297244803664612,0.0279023009248696,-0.00616496213513181,0.0362714012164276,-0.0248922162435935
"16",-0.0508071008631805,0.00385728295636777,-0.00805181754768122,0.0320287129478019,0.028078665567081
"17",-0.0518054080116012,0.0283442165386797,-0.0237653001847712,-0.0343263036094478,-0.032502702972282
"18",-0.0205321651316812,0.0243834691135687,0.00553356225447956,-0.0118116649662146,-0.000413497235381695
"19",-0.0392979192287174,0.0382453511883921,0.0339251881523286,-0.00679615729180724,0.00412666798818914
"20",-0.0511154822725221,0.0368977911177906,-0.037513961011922,0.0328812637477198,-0.051573049583673
"21",-0.0933108023025321,0.0141613365893876,-0.0788663752995324,0.0269614774556945,0.104238789820578
"22",-0.0336577761817337,0.0198281655802255,0.00704682508480044,0.0451648184920773,0.015412341160203
"23",-0.0427205208039169,0.071986911614498,0.0106714980518481,0.044081292496568,-0.04932277001696
"24",-0.0305409968358938,0.0391738455173543,-0.0266128036442382,-0.00466086709857086,-0.0378891951878318
"25",-0.0542779644039596,0.0821055608157023,-0.0161099099163937,0.0110264702907966,-0.0572584896772767
"26",-0.0333246935684165,0.036452805518789,0.0108538456168475,-0.00655581765857462,-0.0527592227057101
"27",-0.0575535528485865,0.0343943612855556,-0.0540655922982879,0.0261723024762518,-0.000665431144477946
"28",-0.0366912900952405,0.0256235428449305,-0.0180764987707891,0.0907105482278003,-0.0221274321572932
"29",-0.0469871843558987,0.0337681951638772,-0.0122138324748702,0.0632421618413515,-0.00494040508794161
"30",-0.0150652218110082,0.0170293801728453,0.00167048197776919,0.0135282043438856,-0.00752997546574498
"31",-0.0206136647643303,0.0141611509092121,0.0304771684724087,0.0268131651733121,0.00858355264671435
"32",-0.0606756573622504,0.0771547096019491,-0.0456952782001875,-0.00584933101848033,-0.0045436845625849
"33",-0.0568810497801567,0.0579371909721729,0.0525643106103686,0.0800752410215194,0.0508233377232387
"34",-0.0459101769469849,0.0168611630369926,-0.0328470438166361,0.00922713987465233,-0.0144483901129704
"35",-0.0431283372864986,0.0594068164186477,0.0118584134459766,0.00937980364019865,-0.060426601304427
"37",-0.0358512943586722,0.0236002317786961,-0.0342629223884912,0.015800619806112,0.0104972464032451
"38",-0.0681252919053261,0.0425256003441659,-0.0283471558870775,0.0124257661785333,0.0543784112413406
"39",-0.0293777704424639,0.0411878284145388,-0.0361085290000644,0.0164032266745673,0.0257915776536311
"40",-0.0357545271861795,0.00464420478655801,-0.0249457961186866,0.00796750067506322,0.0313820303385568
"41",-0.0759497370098523,0.122220007433286,-0.0858000209256601,0.0730256111012189,0.00588400939930941
"42",-0.0569147678441198,0.0950903500817455,-0.0574020448521505,0.00184789614357413,-0.0516615868483943
"43",-0.0957709112038621,0.107765414495064,-0.0804201392555572,0.0451393922408856,-0.0494376729092338
"44",-0.0448319994376765,0.0284033613640413,0.0813242915449955,-0.0136163508176849,0.00551185249597157
"45",-0.0386777202825527,0.0412843016831827,0.0154335719085674,0.0484018060623805,0.0172547515661439
"46",-0.0356840865096227,0.0502062382361181,-0.01629715425187,0.00705976007520935,-0.0489477589206023
"47",-0.0559530781442961,0.0719702430516474,-0.0340775966584215,0.0308969524059025,-0.0728736099431656
"48",-0.0398549367459212,0.0553413160506356,0.0179183652622384,0.0478419279436591,-0.0319129421690258
"49",-0.04835539312948,0.0530686505227664,-0.0134573212135852,0.0406150035122875,-0.0346939501195707
"50",-0.0652122650015927,0.0265391454289715,-0.0128835997956682,0.0143195855522684,-0.0598944773348696
"51",-0.0400922443692199,0.0186023548647082,-0.0383684426147587,0.0156360330191693,-0.00507556679052729
"52",-0.014102812280654,0.015966368652377,0.00856611308734972,-0.000737430680018664,-0.00252805687215787
"53",-0.021582151694725,0.0129241561641503,-0.019008811437167,0.00172508838759919,-0.00677354753066344
"54",-0.0641992805061151,0.109751364191932,-0.0628709194798513,0.0688132086795168,-0.0728061212086955
"55",-0.0381524360912392,0.0691260961619822,-0.0391811386252692,0.0626538191350544,-0.0281608730259879
"56",-0.0476629216611579,0.0981485882793696,-0.0490798825553452,0.0442442726176603,-0.0743790037725285
"57",-0.0922551763038406,0.118352345715731,-0.0121432445733334,0.105816315152768,-0.0665670951808906
"58",-0.0413992838902921,0.0385973890778291,-0.0317128463281727,-0.00873576041670898,-0.00178954195922597
"59",-0.0452241411922971,0.0357473941599385,-0.0388896924960113,-0.00396083811141579,-0.0209008875941946
"60",-0.0616720128246846,0.0642822644908236,-0.0201269879004869,0.0161328923483869,-0.00215204359931063
"61",-0.0492417071623476,0.0277598008015816,0.00516727424502635,-0.0239209748901911,0.0150521284760798
"62",-0.0368534430381041,0.0455122148923591,-0.0214517520775802,0.0203099688623119,-0.0213071905681853
"63",-0.0621183717114393,0.0187998075579153,0.0193110373126276,0.0131843553821423,0.0246584816095193
"64",-0.109031323717983,0.0425202527649387,-0.179598199685735,0.153675198979237,0.0234835340195602
"65",-0.0646051458995855,0.0446931329331358,-0.0110113438067604,0.034968887830588,0.0278512900715526
"66",-0.139486842021798,-0.0365743695865666,-0.143634578489335,-0.0830309624953319,0.108901943898335
"67",-0.0720362183223654,-0.0268339943412928,-0.0475412355763202,-0.0320122705214994,-0.039281876504543
"68",-0.0285447933616295,0.0320522174043073,0.00152459201539939,-0.0100474148907948,0.00869623182478742
"69",-0.0385783231268848,0.0643850796995438,-0.0333220539569624,0.0541570503170515,0.00363080253253838
"70",-0.0627428559166821,0.0901078534549056,-0.0267694185727345,0.077797850855406,-0.0504753665003841
"71",-0.0913282826793379,0.0618497342014888,-0.0809841594987403,0.0742849168930519,-0.0600360964724543
"72",-0.0792851111509132,-0.0218257506198362,-0.0147261420693628,0.110032972712222,-0.0606269311578979
"73",-0.0588335189176203,0.0282618611753873,0.0361554897491039,0.0195224639675511,0.0653018201364195
"74",-0.0473438587873669,0.0262420114860245,0.00681750619723311,0.0552397009107145,0.0284764107795375
"75",-0.0562912737440669,0.0802424363008161,0.0204557366735951,0.0272678633939951,-0.0346657069836312
"76",-0.0747711677346781,0.0178094342510478,0.116277664619417,0.0561301648321176,0.00316496072144606
"77",-0.0384572048749544,0.0438753279297025,0.016852020935978,-0.0181856862693529,-0.0409088135179408
"78",-0.0449932595129088,0.0572547991140563,-0.0107218186396696,0.0683646046688881,-0.0433732725568213
"79",-0.0505719731515149,0.0326256424920416,-0.038470485182658,0.00762328722720574,0.00361330965824091
"80",-0.067768030488482,0.078924097051427,-0.0165951813524769,-0.00617111720884598,-0.0781384233121234
"81",-0.112988675412425,-0.0607345152303308,0.116208191478147,-0.0174183660147465,-0.00964831160736565
"82",-0.0829707066402247,0.0807314284396839,-0.0118805566245618,-0.0525513923467442,0.00823820513168934
"83",-0.0345046619464836,-0.00366085077095754,-0.0502988654115123,-0.0374537746347566,0.0180053894286593
"84",-0.0401795188169541,0.032959818276212,-0.00179528353067632,-0.0127411222734862,-0.0109951245846741
"85",-0.0192700113423854,0.00882595243719888,-0.00745059944264182,-0.0292120472882734,0.00294463406813152
"86",-0.0379307736426134,0.0314932699081385,-0.00748233440901416,-0.00923510359582516,0.00360353184061756
"87",-0.0371192223062197,0.0296525685796105,-0.0143081218574085,-0.0470929177074756,0.0069558835143287
"88",-0.0235241489792438,0.030625432412072,-0.000168670667231201,-0.00229338447259825,-0.0231635364630371
"89",-0.0412377651174021,0.0290810698789807,-0.0434215613919254,0.0275310416771783,0.0229305338074285
"90",-0.0550384958454909,0.00734413786209531,0.00060437829561978,-0.0131970348770533,0.0202856014092692
"91",-0.091340029340411,-0.0508654291836116,-0.0344370770602996,0.0102533232913903,-0.0437194396868819
"92",-0.116311149363839,-0.073052441368104,-0.121462300781468,-0.0630758722156257,0.0250545299041956
"93",-0.116622313984791,0.00985508734820776,-0.0723744177267767,0.137255606166728,-0.0543691881626316
"94",-0.0282157383599754,0.0349744026526634,-0.00189414862905633,0.0274686616800651,-0.066382475826365
"96",-0.0719330455739965,-0.0461869776894017,-0.0686642257463933,0.0152137245042636,0.0400582501867574
"97",-0.056728981123988,0.0366409764511988,0.0775055863230941,0.0411403938326461,0.0313678695978146
"98",-0.0455677289921161,0.0151884009115444,-0.0585260261585765,-0.00980535403025131,0.00625145712540572
"99",-0.0518446918489915,-0.0156760635685513,-0.0390783430666291,0.029048967507541,-0.019971062438383
"100",-0.0787811118996768,0.00903129400653219,-0.0402370501684475,-0.0116422855849125,-0.0828106529708097
"101",-0.0242175256138792,0.03135066064523,-0.00458040347119309,0.0287715035425189,0.00442674424273156
"102",-0.0328814681239743,0.0258805657646645,-0.00266159502034104,0.059965360329645,-0.021698338357467
"103",-0.0102158583596442,0.0169420527607252,-0.000984758788276207,0.00959260970243663,-0.0167359147891658
"104",-0.0425168766644287,0.0704616547274043,-0.0234522189220011,0.0240358462884919,-0.0457361154440353
"105",-0.0634211184034239,0.0566553752877674,0.00375295426515764,0.00976646910809097,-0.0286628365408473
"107",-0.0748624710641313,0.0451545876254618,0.0260391305830394,-0.035116824622099,-0.0657415226103684
"108",-0.0546115800102362,0.0658833024085158,0.0165210793335852,0.00923617591303934,-0.0344535868360108
"109",-0.0195412970441784,-0.00394080137753319,-0.0201899367483775,-0.0182707926662244,0.0117155837502939
"110",-0.043665305019273,0.00915130753688266,-0.0182228394840311,-0.0453196374530157,0.0295463271895281
"111",-0.0348757285010798,0.0140953610991441,0.0398829080720983,-0.0388669246511245,0.0277016706422937
"112",-0.020917486620722,0.0260670156037689,0.00330255025882471,0.00633026765042805,0.0106040433585654
"113",-0.0347295933272225,-0.00889938279308216,-0.0241838532821552,-0.0470877858534669,0.0345016982437176
"114",-0.0558607564212244,0.0540008740924583,0.0292076848389023,-0.107392600097732,-0.0630230338814819
"115",-0.0548148832702788,0.0137998698457698,-0.0172151022477507,-0.0765701159563602,0.0174547981423483
"116",-0.0615898079506676,-0.0170886557821169,0.00836492263527858,-0.11927274405643,0.0130234432377077
"117",-0.0777413462952505,-0.0239059031707572,-0.0532504738038958,-0.0910485927887521,0.00597388123884524
"118",-0.0657682477904906,0.0615704696548399,0.0310896788994746,-0.129595078734641,0.0446306965906466
"119",-0.0455925731753044,0.0317819719283706,-0.00571279884691896,-0.130459743025836,0.0203488759869909
"120",-0.0631386858644854,0.00824249623134401,0.0327576527286245,-0.137931475873028,0.0152991117870182
"121",-0.0268777883244585,0.0263888237361868,-0.0126851574440855,-0.0186876900255192,0.0316822303063973
"122",-0.0391021448667381,0.0466341248066144,0.0397507224204203,-0.108134853926483,0.00459196189143325
"123",-0.0304578277556952,0.0268090000895427,0.0064600595080506,-0.0620722623904003,0.0107141491048982
"124",-0.0330784616903238,0.038078782551985,0.0193476203527126,-0.0592388308170122,0.00308504650866683
"125",-0.0324167674920188,0.0474080075993762,0.0321080564205622,-0.064757460552542,0.00398968949788416
"126",-0.0985035604396525,0.0485222860317428,0.0329041561083406,-0.107090298317549,-0.00526640617509701
"127",-0.0504746946761563,0.0270528709642286,0.0531037794261228,-0.165069000791748,-0.0581194423237234
"128",-0.0325065369865375,0.0190026162207267,-0.00823090969893516,-0.0321286882017616,-0.000795792112396429
"129",-0.0554616877527883,0.030141367542429,0.0426547477501598,-0.0693657456386319,0.014548550649782
"130",-0.134250200443721,-0.114821980645688,-0.145912245484407,-0.25143665511506,0.0543549182378102
"131",-0.0475101106540953,-0.00931000721903751,-0.0600210093948515,-0.0509191949543215,0.0713073582072632
"132",-0.0413616677696095,0.0373040967293055,0.0592177183681697,-0.0754422169949525,-0.000292095216522507
"133",-0.156044776052621,0.104849216025085,0.348275394444403,-0.405862970749447,-0.311084611136453
"135",-0.0477320006165453,0.0321286361529911,0.0154580311748734,-0.0744175475154064,-0.0045636895204571
"136",-0.0504511455183047,0.00389442532251257,-0.0230975711122754,-0.0506604693271094,0.0404702027426075
"137",-0.0411871059032881,0.0471934074976471,0.01739922386199,-0.0965674849665305,-0.00310899516825078
"138",-0.0639397183025643,0.0456434537981401,0.169202863515903,0.00252163001475084,0.0317202337025401
"139",-0.0775993989005919,0.0741076126106656,0.00261680634389109,-0.00447511740013718,-0.123912700570562
"140",-0.0624511370653194,0.0692609804797999,0.0281031754260046,-0.0498092511526122,-0.0270906171882093
"141",-0.0653974430855096,0.0448686706156076,-0.0268612377727143,0.00734531710368883,-0.0152076590471897
"142",-0.0499504183271471,0.0673494701656133,0.00636374546013922,-0.0767298184547784,0.0211956480841201
"143",-0.0527571358213076,0.0347668518827642,0.0139265141648101,-0.0654022691574519,0.012744844449718
"144",-0.0577988141569523,-0.0143111827933415,-0.00168763688886804,-0.0438506893695571,-0.00544402039721595
"145",-0.0556890841759778,0.0900630782766264,0.0166139241812533,-0.0316024185084697,-0.0303625042708302
"146",-0.0384429655185157,0.0124857802772117,-0.00124277838755677,0.0236283282671368,0.0189861491834101
"147",-0.0847016702146077,0.0246957548452391,-0.0319252517278893,-0.0151005888086696,-0.00592629304048839
"148",-0.0990302927475541,-0.114059279037008,0.0733903480555311,0.050289605531775,-0.10852519265848
"149",-0.0677217266614834,0.00751313580248298,-0.0515859645017124,0.00377930471768303,-0.00680275708765564
"150",-0.0483157344178657,-0.041596183723905,-0.0269140206555718,0.021251976786621,0.00192480106465396
"151",-0.0398758470606163,0.0199667454973287,-0.0160859154850413,-0.0289278191004667,-0.00685313456371882
"152",-0.142353412248809,-0.097882076531648,-0.0890010086144593,-0.0619474485207728,0.0434347649494103
"153",-0.0493576391896922,0.0182061886740234,-0.0341369504549279,-0.0352810009808821,0.0107024837826251
"154",-0.0432865597887922,0.0227887736970632,0.0465074263424727,-0.0306582034104098,0.0130238044868604
"155",-0.0320078814108435,0.0304404003399399,-0.00843127748696317,0.0208991229604797,0.00517695091036214
"156",-0.0419298379946097,0.0355101241090329,-0.0316090732143476,0.0455441911844947,0.0585777709692776
"157",-0.0289774647021807,0.0395262890731387,0.012447676980239,-0.024136236854524,-0.0154754949171707
"158",-0.0760595884330273,-0.0461593729993735,0.117964861415217,0.0961587340754206,0.051541872555642
"159",-0.0556053656719563,-0.00325286050569665,0.0148428491795193,-0.0610778118095594,-0.0150921010036127
"160",-0.0298311831976883,0.0221898076619537,-0.0156154965986572,0.0687012996271153,0.0338043361093183
"161",-0.0517946127208964,0.0112006935079695,-0.024067338205252,0.0164033537088016,0.0187088808230031
"162",-0.0423924590222545,0.0542085853712888,-0.0589317878141727,0.108232908277838,0.0569204330635481
"163",-0.0747759888253641,-0.0764073643373033,0.0414342857002341,0.117326748223416,-0.0718668348023879
"164",-0.150858098881049,-0.219322244197879,0.286903989689085,0.100752805745467,-0.267785953383398
"165",-0.0589794540763981,0.0180835811906401,0.0315999910889218,0.0439956852407141,0.0485602934377276
"166",-0.120457463612391,0.0202842969282951,0.318933413449022,0.156707794056554,0.177665591215897
"167",-0.0467771943166057,0.0776765050995099,-0.000558098235887247,0.0183151931144593,-0.0170637988479219
"168",-0.032268576389596,0.0362555118367499,0.00949871406422011,0.0242777310217787,0.0123659646278623
"169",-0.0464728143723488,0.060462420886891,0.0123333077891059,0.0592295803045697,-0.0275957672185161
